ID	TARGET_ID	ID_REF	TARGET_REF	MENOR
23742	1	16610	1	0.004365254999997958
23744	1	18215	1	0.001212813999999618
23745	0	1109	1	0.0023683420000013555
23747	1	10678	1	0.0024371420000006694
23748	1	17616	1	2.522299999982991E-4
23752	1	14410	0	8.060370000002592E-4
23755	1	6545	1	0.02047301000000079
23757	1	9228	1	0.001606063000000546
23759	1	3839	1	0.002337190999996963
23762	0	81	1	1.6680599999974177E-4
23763	1	15762	0	0.01354392599999743
23767	0	8815	0	4.8079000000811334E-5
23770	1	17378	1	3.145580000003534E-4
23771	1	16142	1	0.0027365799999987672
23773	1	16484	1	0.003109930000002148
23774	1	21684	1	2.1332000000118256E-4
23775	0	18302	0	0.002249791999997086
23776	0	4276	1	0.0013576559999992632
23779	1	21227	1	0.0018436890000069761
23782	1	4567	1	0.0023148880000031236
23783	1	7169	1	9.165880000012727E-4
23785	0	2170	1	8.577459999996595E-4
23786	1	3625	1	0.0019784119999997074
23789	1	208	0	3.1366599999849143E-4
23790	0	3441	1	3.533900000025625E-4
23791	0	17756	0	2.179640000008476E-4
23792	1	15709	1	7.073939999999723E-4
23793	1	5152	1	0.0023539909999996667
23795	1	11724	1	4.2462399999898537E-4
23798	0	15715	1	3.873700000278646E-5
23800	1	7707	1	0.0010244449999996519
23806	1	21107	0	7.824739999997554E-4
23808	1	10509	0	0.0015289930000008667
23810	1	17026	1	0.003275276999998411
23812	1	19809	1	3.74032999998164E-4
23815	0	11774	0	4.5129000000532216E-5
23817	0	16968	0	0.001486266000000569
23819	0	11507	1	4.69577999999915E-4
23821	1	3620	1	0.002369639000000201
23822	0	22550	0	2.836869999987002E-4
23825	1	2222	1	0.002745018000002819
23827	1	19408	1	0.004172381000000502
23828	1	3476	1	0.0013015379999989918
23829	1	7088	1	0.0017668980000005163
23833	1	3621	1	0.0018606589999992096
23836	1	10857	1	0.0013834650000008608
23844	0	4392	1	0.009268778000001698
23845	1	10982	1	0.005380708999998873
23846	1	8540	1	3.3697899999918235E-4
23847	1	20145	1	0.001884932000002948
23848	1	10928	1	0.002325340000001397
23849	1	7824	1	1.7062099999964886E-4
23850	1	19350	1	0.001790625999998241
23851	1	7888	1	9.45450999999764E-4
23852	1	3096	1	0.002134972000001456
23854	0	20481	0	0.0010849210000007936
23855	1	4868	1	0.0011581270000000643
23857	0	10552	1	0.0010441289999998382
23861	1	10395	0	2.962100000081236E-5
23864	0	22302	1	3.7834400000313906E-4
23865	1	14071	0	0.0023934469999975505
23869	0	17915	0	0.0017748890000000017
23870	1	6328	0	1.538099999787157E-5
23872	1	2288	1	7.129740000024753E-4
23875	1	19660	1	0.0016419900000004262
23876	1	4177	0	0.002195038999998067
23877	1	369	0	0.0013855600000023394
23884	1	22304	1	4.4539899999840316E-4
23887	1	14631	1	0.005070324000000959
23889	0	6388	0	1.6357999996330364E-5
23891	1	18600	1	6.574780000021541E-4
23893	1	22368	1	0.0012415899999984603
23899	1	9231	0	6.728899999774995E-5
23900	1	9863	1	7.755099999773307E-5
23901	0	4895	0	4.6158799999984623E-4
23903	1	18784	0	5.310300000083146E-5
23908	1	1746	1	2.428579999997904E-4
23909	1	9448	1	8.081230000009931E-4
23910	1	2927	1	5.421920000010516E-4
23911	1	2442	0	1.9621399999714129E-4
23912	1	373	1	0.008531143999999102
23915	1	14710	1	0.001029225999999106
23916	1	16152	1	8.695199999930736E-5
23918	1	12634	1	6.929760000062846E-4
23925	0	19312	0	7.041879999996059E-4
23926	1	5317	1	0.0013621899999968212
23927	0	243	0	0.001077615999997228
23928	1	15913	1	4.476369999997232E-4
23929	0	8150	1	8.310699999736215E-5
23930	1	1078	1	8.475799999896338E-5
23934	1	8613	1	3.3033900000023486E-4
23938	0	6504	1	0.0020531979999978134
23939	0	15586	1	4.449090000013811E-4
23941	1	6069	0	7.534460000035992E-4
23942	0	18688	1	1.6181000000026202E-4
23943	1	5730	1	6.850960000006623E-4
23945	1	5766	1	2.3984600000170886E-4
23947	1	2181	1	0.0014783680000007848
23949	1	5778	1	0.0014499210000133989
23950	1	16866	1	0.0017494379999982712
23951	0	16037	1	3.504799999065611E-5
23952	1	12352	1	0.00138265700000062
23953	1	8630	1	0.0014715250000011393
23956	1	16454	1	1.610889999987819E-4
23957	1	21804	0	9.406660000008671E-4
23961	1	3009	0	5.7316999998668905E-5
23964	1	16811	1	3.714539999979394E-4
23965	1	18004	0	0.0034971820000011533
23966	1	13840	1	0.002295885000006548
23968	0	22103	1	0.007637015999987895
23969	1	9694	1	0.013811514999997332
23972	1	19737	1	0.03071602899999748
23977	1	6894	1	0.008721207999998981
23978	1	15815	1	9.812860000009138E-4
23979	1	20891	0	1.8640999999908203E-4
23983	1	6539	1	4.933290000002089E-4
23984	1	8981	0	0.00267315199999818
23985	1	1278	1	1.4685500000144458E-4
23987	1	20199	0	2.654300000193288E-5
23995	0	6885	1	0.0026971890000009324
23996	0	2239	1	0.002515363999998299
23999	1	7038	1	0.008810558999998719
24001	0	6606	1	0.0012452790000008207
24002	1	21939	1	2.8490699999972335E-4
24003	1	3966	1	0.007519414000000779
24004	0	1035	1	0.0014657350000018
24007	1	5992	1	0.002986583000000209
24008	1	9304	1	3.1110399999789706E-4
24011	1	3873	1	8.695130000018203E-4
24014	1	17900	0	0.001780704999999383
24015	1	13252	0	1.77048999999041E-4
24021	0	11721	1	2.4994900000097076E-4
24022	1	21141	1	0.003269220999998268
24023	1	1606	1	0.0016518930000000154
24024	1	16931	1	4.380319999990334E-4
24025	1	4097	1	0.0018110760000005222
24027	1	9944	0	6.235600000037422E-5
24028	1	15623	1	0.0011554080000053535
24029	1	7637	1	6.553260000010663E-4
24031	1	8743	0	1.4803100000015945E-4
24032	1	9488	1	0.0019451969999977337
24033	0	9950	1	9.761599999791315E-5
24034	0	3562	0	9.003140000007903E-4
24036	1	5181	1	0.002105581000000578
24037	1	9675	0	7.915310000008446E-4
24038	1	5984	0	1.4473099999801065E-4
24039	1	12707	1	0.0013886119999950708
24040	0	8992	0	0.0011064560000002555
24042	0	18700	0	0.0062518109999998295
24043	1	20755	1	0.004466021999999015
24046	1	19792	1	0.004416901000002138
24047	1	1683	1	5.10100000030711E-5
24051	1	12961	0	8.333520000007866E-4
24055	1	1843	0	0.002319183000006886
24056	0	11991	1	0.002785592000000392
24057	0	996	1	4.817429999932621E-4
24059	1	6397	0	0.0010858799999988733
24060	1	15340	1	0.0014943010000010304
24062	1	2210	0	0.002479218000000838
24064	1	2144	1	0.002692521999998032
24065	0	15651	1	0.001158646000009922
24066	1	7192	1	2.2649500000060385E-4
24067	1	19632	1	7.56724000000375E-4
24070	0	6947	1	6.067569999963496E-4
24074	1	22452	0	1.9862299999973132E-4
24084	1	16060	0	0.008147546999998312
24086	1	16558	1	0.001126466000001436
24087	0	1744	0	0.002657774000007773
24088	1	1384	1	8.078219999960723E-4
24091	0	4724	1	0.0020609660000023844
24092	1	21269	1	0.005469452999999902
24093	1	3576	0	9.952590000008588E-4
24094	0	19916	0	9.669369999991684E-4
24095	1	10982	1	0.004312569000001432
24096	1	8674	0	5.095420000007511E-4
24097	1	20643	1	0.0024389910000063297
24099	1	13832	0	1.186030000024374E-4
24101	1	878	1	3.938610000018272E-4
24102	0	8891	1	0.0012497110000013745
24105	1	13107	0	2.6105000000775647E-5
24110	1	5945	1	6.003360000006452E-4
24112	1	19211	1	3.794559999993341E-4
24120	1	3966	1	0.0011551539999978822
24122	1	12362	1	7.32641000000811E-4
24123	1	14933	1	0.006089850999999591
24124	1	267	1	5.496079999984804E-4
24126	1	7034	0	4.906399999979882E-4
24127	1	9375	0	3.209710000005028E-4
24128	1	2522	1	1.7125699999809285E-4
24130	1	16142	1	4.54899999970948E-5
24133	1	3716	1	1.4899699999926241E-4
24136	1	2515	0	0.0019385429999978498
24138	1	18134	1	0.0020572219999905883
24139	1	2157	1	3.335869999983032E-4
24141	1	12756	1	3.9692900000121156E-4
24142	0	15184	0	0.0030223569999985322
24144	1	22569	1	0.0026322409999974816
24147	1	4743	1	6.227020000020289E-4
24148	1	5710	0	0.007371514000001023
24150	1	10260	0	5.3853000000714246E-5
24153	1	19571	1	0.0013070269999999606
24160	1	2343	1	3.480520000014309E-4
24162	1	4386	0	7.258940000003378E-4
24164	0	11483	1	0.0025637929999988707
24166	1	19412	1	0.0064639619999988795
24167	0	10905	0	4.336430000015934E-4
24171	1	11364	0	9.776930000020556E-4
24172	1	6090	1	7.783029999997026E-4
24173	0	16344	1	4.380230000013974E-4
24174	1	16195	1	9.628099999989814E-4
24175	0	22379	0	8.032399999979845E-5
24178	1	8835	1	0.002524848999998053
24179	1	5802	1	0.004048678000000194
24180	1	20890	1	7.384420000020597E-4
24182	0	2512	1	2.547340000038645E-4
24185	1	3702	1	4.1576099999840466E-4
24186	1	2080	0	0.0010559170000030704
24188	1	17736	1	7.754859999984376E-4
24189	1	5276	1	7.1436800000102E-4
24190	1	1214	0	0.0011242459999971643
24194	1	5108	1	2.2435599999970357E-4
24195	1	14400	1	0.004954026000000944
24197	0	6444	1	8.988940000023149E-4
24199	1	14719	0	0.0013051210000001312
24201	1	18751	1	0.002145187999996967
24202	1	7205	1	3.542460000005576E-4
24203	1	6318	1	0.0019229560000024737
24205	1	3205	1	0.0018518780000000845
24210	1	719	1	0.006841379000000591
24211	1	15651	1	0.00531330300000743
24212	0	18008	0	0.0036802360000005585
24214	1	16811	1	1.6306699999946161E-4
24215	1	10962	0	4.7331600000033447E-4
24218	1	21689	0	0.002855413999992784
24221	0	10890	1	5.235300000023813E-4
24222	1	8572	1	4.465760000007535E-4
24223	1	21958	0	0.0035814499999986538
24224	0	16421	1	0.0014421229999994623
24225	1	9970	1	0.0016385219999981437
24226	1	90	1	1.9540900000070138E-4
24227	0	11228	0	0.0020651260000027483
24228	1	8692	1	0.001340959000000197
24232	1	13366	1	1.8935600000391517E-4
24235	1	22666	1	0.0010428210000081872
24236	1	10577	1	0.0011896680000003101
24238	1	12482	1	0.0028618169999994336
24240	1	3809	1	0.0020692309999996716
24242	1	630	1	3.8151100000050064E-4
24243	0	5323	0	0.011520520999998674
24245	1	3425	1	7.381400000072702E-5
24247	1	8677	0	3.5911700000035296E-4
24249	1	20430	1	0.007421013999998394
24250	1	19869	1	4.177169999963759E-4
24251	1	18471	1	0.003499626000000422
24255	1	9938	0	8.520020000015727E-4
